Case,Bag,Stream.Reach,Stream,Source,Leaf,Source.Leaf,Total,Shredder.Sum,Total.Sum,Shredder.Richness,Total.Richness,Sh.DIP.Tiplua,Sh.COL.Anchytarsus,Sh.PLE.Amphinemura,Sh.Amphipoda,Sh.TRI.Pycnopsyche,Sh.TRI.Hydatophylax,Sh.PLE.Leuctra,Sh.PLE.Allocapnia,Sh.TRI.Ironoquia,Sh.PLE.Strophopteryx,Sh.PLE.Taeniopteryx,Sh.TRI.Lepidostoma,Sh.Isopoda,DIP.Chironomidae,COLL.Isotomurus,TRI.Diplectrona,DIP.Prosimulium,DIP.Stegopterna,UNK.Dipteran.1,PLE.Sweltsa,ODO.Cordulegaster,DIP.Dicranota ,DIP.Simulium ,Aquatic.worm,ODO.Calopteryx,MEG.Nigronia,DIP.Hemerodromia,TRI.Hydropsyche,DIP.Ceratopogonidae,DIP.Odontomyia,TRI.Cheumatopsyche,DIP.Pseudolimnophila,EPH.Baetis,COL.Hydrobius,COL.Dineutus,EPH.Ameletus,LEP.Crambus,EPH.Acerpenna,PLE.Eccoptura,TRI.Molana,Gastropod,TRI.Psilotreta,EPH.Paraleptophelbia,TRI.Dolophilodes ,COL.Agabus,EPH.Eurylophella,TRI.Rhyacophila,MEG.Sialis,COL.Salphingidae,COL.Helichus,TRI.Chimarra,DIP.Chelifera,COL.Stenelmis,COL.Macronychus,TRI.Polycentropus,UNK.Dipteran.2,ODO.Stylogomphus,TRI.Hydroptila,COL.Stygopannus,EPH.Ephemerella,COL.Dubiraphia,PLE.Malireleus,TRI.Neophylax,MITE,COL.Tropisternus,UNK.Epheremopteran.1,ODO.Boyeria,EPH.Serratella,COL.Steremnius,DIP.Hexatoma,EPH.Attenella,TRI.Ecclisomyia,PLE.Alloperla,UNK.Dipteran.3,EPH.Habrophlebia,TRI.Moselyana,TRI.Glossosoma,PLE.Cultus,Bivalvia ,COL.Ancyronyx,DIP.Antocha,TRI.Molannodes,UNK.Dipteran.4
163,B8,Patapsco.HW,Patapsco,Headwater,F.grandifolia,HW.Beech,39,4,39,2,11,0,0,0,0,3,1,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,B85,Patapsco.HW,Patapsco,Headwater,F.grandifolia,HW.Beech,67,16,67,3,13,0,0,2,0,10,4,0,0,0,0,0,0,0,21,4,0,0,0,0,0,1,0,0,17,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
91,B12,Patapsco.MS,Patapsco,Mainstem,F.grandifolia,MS.Beech,32,3,32,1,5,0,0,0,0,0,0,0,0,0,3,0,0,0,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,B16,Patapsco.MS,Patapsco,Mainstem,F.grandifolia,MS.Beech,44,3,44,2,10,2,0,0,1,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,B17,Patapsco.MS,Patapsco,Mainstem,F.grandifolia,MS.Beech,20,1,20,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,B18,Patapsco.MS,Patapsco,Mainstem,F.grandifolia,MS.Beech,16,2,16,2,6,1,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,B20,Patapsco.MS,Patapsco,Mainstem,F.grandifolia,MS.Beech,27,1,27,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,B47,Patapsco.MS,Patapsco,Mainstem,F.grandifolia,MS.Beech,46,3,46,2,6,0,0,0,0,0,0,0,0,0,2,1,0,0,35,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,B63,Patapsco.MS,Patapsco,Mainstem,F.grandifolia,MS.Beech,8,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,B83,Patapsco.MS,Patapsco,Mainstem,F.grandifolia,MS.Beech,7,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,B9,Patapsco.MS,Patapsco,Mainstem,F.grandifolia,MS.Beech,26,1,26,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,A44,Patapsco.HW,Patapsco,Headwater,F.pennsylvanica,HW.Ash,101,13,101,4,13,1,0,1,0,7,4,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
36,A45,Patapsco.HW,Patapsco,Headwater,F.pennsylvanica,HW.Ash,85,13,85,3,14,0,0,8,0,4,1,0,0,0,0,0,0,0,35,3,0,13,7,0,1,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,A46,Patapsco.HW,Patapsco,Headwater,F.pennsylvanica,HW.Ash,35,17,35,3,8,0,0,1,0,12,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,A47,Patapsco.HW,Patapsco,Headwater,F.pennsylvanica,HW.Ash,113,16,113,4,11,0,0,7,0,6,2,0,1,0,0,0,0,0,71,2,0,0,0,0,0,0,0,0,19,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,A53,Patapsco.HW,Patapsco,Headwater,F.pennsylvanica,HW.Ash,95,23,95,6,16,1,0,8,1,7,3,0,0,0,0,0,3,0,46,1,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
47,A57,Patapsco.HW,Patapsco,Headwater,F.pennsylvanica,HW.Ash,125,34,125,5,16,1,0,16,1,14,2,0,0,0,0,0,0,0,63,1,0,0,2,0,1,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,A58,Patapsco.HW,Patapsco,Headwater,F.pennsylvanica,HW.Ash,34,17,34,2,6,0,0,0,0,14,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,A66,Patapsco.HW,Patapsco,Headwater,F.pennsylvanica,HW.Ash,87,14,87,5,8,1,0,1,0,9,2,0,1,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,A68,Patapsco.HW,Patapsco,Headwater,F.pennsylvanica,HW.Ash,110,22,110,4,15,3,0,10,0,3,6,0,0,0,0,0,0,0,63,4,0,0,5,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26,A36,Patapsco.MS,Patapsco,Mainstem,F.pennsylvanica,MS.Ash,42,2,42,2,5,1,0,0,1,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,A37,Patapsco.MS,Patapsco,Mainstem,F.pennsylvanica,MS.Ash,9,2,9,1,5,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,A39,Patapsco.MS,Patapsco,Mainstem,F.pennsylvanica,MS.Ash,20,5,20,1,3,0,0,0,0,0,0,0,0,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,A40,Patapsco.MS,Patapsco,Mainstem,F.pennsylvanica,MS.Ash,19,1,19,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,A41,Patapsco.MS,Patapsco,Mainstem,F.pennsylvanica,MS.Ash,53,1,53,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,A48,Patapsco.MS,Patapsco,Mainstem,F.pennsylvanica,MS.Ash,96,3,96,2,9,2,0,0,0,0,0,0,0,0,1,0,0,0,82,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,A50,Patapsco.MS,Patapsco,Mainstem,F.pennsylvanica,MS.Ash,67,3,67,2,6,0,0,0,1,0,0,0,0,0,2,0,0,0,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,A51,Patapsco.MS,Patapsco,Mainstem,F.pennsylvanica,MS.Ash,31,2,31,1,5,0,0,0,0,0,0,0,0,0,2,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,A69,Patapsco.MS,Patapsco,Mainstem,F.pennsylvanica,MS.Ash,15,3,15,3,5,0,0,1,0,0,0,0,1,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,B19,Rockburn.HW,Rockburn,Headwater,F.grandifolia,HW.Beech,40,8,40,4,14,0,0,1,0,4,2,0,0,0,1,0,0,0,16,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,B24,Rockburn.HW,Rockburn,Headwater,F.grandifolia,HW.Beech,57,3,57,1,12,0,0,3,0,0,0,0,0,0,0,0,0,0,21,0,0,1,1,0,1,0,0,0,20,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,B3,Rockburn.HW,Rockburn,Headwater,F.grandifolia,HW.Beech,26,0,26,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,B47,Rockburn.HW,Rockburn,Headwater,F.grandifolia,HW.Beech,19,4,19,2,6,0,0,3,0,0,1,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,B48,Rockburn.HW,Rockburn,Headwater,F.grandifolia,HW.Beech,28,2,28,2,5,0,0,1,0,0,0,1,0,0,0,0,0,0,2,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,B65,Rockburn.HW,Rockburn,Headwater,F.grandifolia,HW.Beech,44,2,44,2,11,0,0,1,0,1,0,0,0,0,0,0,0,0,4,29,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,B80,Rockburn.HW,Rockburn,Headwater,F.grandifolia,HW.Beech,31,4,31,2,8,0,0,1,0,0,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,B84,Rockburn.HW,Rockburn,Headwater,F.grandifolia,HW.Beech,37,5,37,4,9,0,0,1,0,1,2,1,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,B89,Rockburn.HW,Rockburn,Headwater,F.grandifolia,HW.Beech,47,3,47,1,12,0,0,3,0,0,0,0,0,0,0,0,0,0,17,0,1,3,1,0,1,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
94,B15,Rockburn.MS,Rockburn,Mainstem,F.grandifolia,MS.Beech,94,0,94,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,B43,Rockburn.MS,Rockburn,Mainstem,F.grandifolia,MS.Beech,70,1,70,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,B57,Rockburn.MS,Rockburn,Mainstem,F.grandifolia,MS.Beech,124,10,124,2,5,0,0,0,0,0,0,0,1,0,9,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
141,B58,Rockburn.MS,Rockburn,Mainstem,F.grandifolia,MS.Beech,175,7,175,2,9,0,0,0,0,0,0,0,1,0,6,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
145,B61,Rockburn.MS,Rockburn,Mainstem,F.grandifolia,MS.Beech,215,8,215,3,7,3,0,0,0,0,0,0,1,0,4,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,B64,Rockburn.MS,Rockburn,Mainstem,F.grandifolia,MS.Beech,219,5,219,2,8,1,0,0,0,0,0,0,0,0,4,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,B66,Rockburn.MS,Rockburn,Mainstem,F.grandifolia,MS.Beech,231,0,231,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
159,B75,Rockburn.MS,Rockburn,Mainstem,F.grandifolia,MS.Beech,106,3,106,2,6,2,0,0,0,0,0,0,0,0,1,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,B82,Rockburn.MS,Rockburn,Mainstem,F.grandifolia,MS.Beech,107,8,107,1,3,0,0,0,0,0,0,0,0,0,8,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,A60,Rockburn.HW,Rockburn,Headwater,F.pennsylvanica,HW.Ash,44,4,44,3,7,0,0,1,0,1,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,A64,Rockburn.HW,Rockburn,Headwater,F.pennsylvanica,HW.Ash,102,48,103,2,14,1,0,47,0,0,0,0,0,0,0,0,0,0,21,1,0,1,0,0,9,0,0,1,15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
58,A67,Rockburn.HW,Rockburn,Headwater,F.pennsylvanica,HW.Ash,53,9,53,5,15,3,0,3,0,1,1,0,0,1,0,0,0,0,13,16,0,0,0,0,2,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,A75,Rockburn.HW,Rockburn,Headwater,F.pennsylvanica,HW.Ash,25,11,25,3,8,0,0,0,0,8,2,0,0,0,1,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,A78,Rockburn.HW,Rockburn,Headwater,F.pennsylvanica,HW.Ash,55,19,55,3,8,0,0,7,0,6,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,11,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,A88,Rockburn.HW,Rockburn,Headwater,F.pennsylvanica,HW.Ash,55,10,55,3,8,0,0,3,0,5,2,0,0,0,0,0,0,0,25,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,A90,Rockburn.HW,Rockburn,Headwater,F.pennsylvanica,HW.Ash,20,6,20,4,10,1,0,2,0,2,1,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,A92,Rockburn.HW,Rockburn,Headwater,F.pennsylvanica,HW.Ash,68,20,68,4,12,0,0,8,0,4,7,1,0,0,0,0,0,0,21,1,0,0,0,0,1,0,0,0,14,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,A93,Rockburn.HW,Rockburn,Headwater,F.pennsylvanica,HW.Ash,43,3,43,2,9,0,0,2,0,0,1,0,0,0,0,0,0,0,26,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,A55,Rockburn.MS,Rockburn,Mainstem,F.pennsylvanica,MS.Ash,125,10,125,2,6,0,0,0,0,0,0,0,1,0,9,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,A61,Rockburn.MS,Rockburn,Mainstem,F.pennsylvanica,MS.Ash,99,8,99,3,10,2,0,0,0,0,0,0,0,0,5,1,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,A63,Rockburn.MS,Rockburn,Mainstem,F.pennsylvanica,MS.Ash,129,4,129,2,6,3,0,0,0,0,0,0,1,0,0,0,0,0,122,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
